day,os_name,country,events,campaign_id,creative_id_network,creative_network,ad_id,ad_name,spend,installs,revenue,impressions_adjust,clicks_adjust,impressions,clicks,视频播放进度25%次数,视频播放进度50%次数,视频平均播放时长
2026/2/9,android,US,0,6970072321780,6970160770580,VID11-合成角色展示-Vincent-通用,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366594740510,PIC34-神族阵容-Vincent-英语,120239366594740510,PIC34-神族阵容-Vincent-英语,32.97,1,0,0,0,19730,480,0,0,1
2026/2/9,android,US,0,120238607155630510,120239422701200510,PIC五图01-英语,120239422701200510,PIC五图01-英语,206.93,1,0,0,0,17901,360,2,1,2
2026/2/9,android,,0,,unknown,unknown,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357496490510,PIC23-合成犀牛-Vincent-英语,120239357496490510,PIC23-合成犀牛-Vincent-英语,50.19,1,0,0,0,6558,65,0,0,0
2026/2/9,android,KR,0,6931591409752,6939191252952,PIC16-4级蛇女-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192289552,PIC29-世界观-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192289752,PIC30-世界观2-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192289152,PIC34-神族阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939860601752,PIC五图06-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6941085524752,VID11-合成角色展示-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939743637552,VID22-选择+闯关-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,120241467475180572,120241468014200572,VID18-角色展示轮播-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6931591409952,PIC02-登录送连抽扁平版-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6931593368752,PIC04-合成场景版-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192111952,PIC20-合成厨师长-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192112152,PIC21-合成火法师-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6941085952552,PIC21-合成火法师-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192111152,PIC22-合成蛇女-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192224152,PIC23-合成犀牛-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192289752,PIC30-世界观2-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192290152,PIC33-魔族阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6941085525352,VID16-阵容组合-Abbey-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939191253552,PIC14-4级佛耶哥-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192111752,PIC19-合成修理师-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853826352,PIC五图01-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853825752,PIC五图04-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939193287552,VID12-英雄展示1-Abbey-通用,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6941085525352,VID16-阵容组合-Abbey-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6941085525152,VID17-魔王阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,120241467475180572,120241467475140572,PIC五图05-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939195940952,PIC16-4级蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939210114752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086287752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288152,PIC22-合成蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086287352,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939856067952,PIC五图04-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086623152,VID06-LUDUS战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939220131752,VID15-卡牌滚动-Abbey-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939220323752,VID19-角色展示轮播2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622952,VID24-DMG战斗2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,120240257805260572,120240257805250572,PIC04-合成场景版-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,120240257805260572,120241465869800572,PIC五图01-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939216112552,PIC06-立绘卡牌展示-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939195941952,PIC15-4级巨魔-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288552,PIC19-合成修理师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086287752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214283552,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086287352,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269552,PIC29-世界观-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269752,PIC30-世界观2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214270352,PIC34-神族阵容-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086623152,VID06-LUDUS战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622552,VID10-选择英雄+战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939743275752,VID21-神族战斗-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939743275552,VID22-选择+闯关-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622952,VID24-DMG战斗2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622752,VID26-魔族失败胜利-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939195940552,PIC13-4级厨师长-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288352,PIC18-合成加特林-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939210114752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214283552,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086623152,VID06-LUDUS战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939220323752,VID19-角色展示轮播2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622952,VID24-DMG战斗2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,,0,,unknown,unknown,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853826352,PIC五图01-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238607155630510,120239528904140510,PIC19-合成修理师-Vincent-英语,120239528904140510,PIC19-合成修理师-Vincent-英语,26.32,1,0,0,0,1676,23,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471650510,PIC20-合成厨师长-Vincent-英语,120239357471650510,PIC20-合成厨师长-Vincent-英语,11.88,1,0,0,0,2012,19,0,0,0
2026/2/9,android,US,0,120238607155630510,120239528904130510,PIC21-合成火法师-Vincent-英语,120239528904130510,PIC21-合成火法师-Vincent-英语,166.9,1,0,0,0,15980,176,0,0,2
2026/2/9,android,US,0,120238607155630510,120239357471670510,PIC22-合成蛇女-Vincent-英语,120239357471670510,PIC22-合成蛇女-Vincent-英语,14.09,1,0,0,0,2540,10,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357496490510,PIC23-合成犀牛-Vincent-英语,120239357496490510,PIC23-合成犀牛-Vincent-英语,50.19,1,0,0,0,6558,65,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357533120510,PIC29-世界观-Vincent-英语,120239357533120510,PIC29-世界观-Vincent-英语,28.92,1,0,0,0,2723,28,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357533160510,PIC34-神族阵容-Vincent-英语,120239357533160510,PIC34-神族阵容-Vincent-英语,15.66,1,0,0,0,2446,29,0,0,0
2026/2/9,android,US,0,120238607155630510,120239422701180510,PIC五图04-英语,120239422701180510,PIC五图04-英语,61.34,1,0,0,0,6110,84,5,4,1
2026/2/9,android,US,0,120238648236360510,120239408869020510,VID23-英雄升级战斗-Vincent-英语,120239408869020510,VID23-英雄升级战斗-Vincent-英语,52.84,1,0,0,0,2365,55,330,230,5
2026/2/9,android,US,0,120237593576510510,120237596851810510,PIC05-合成祭司-Vincent-英语,120237596851810510,PIC05-合成祭司-Vincent-英语,27.42,1,0,0,0,3387,26,0,0,1
2026/2/9,android,US,0,120237593576510510,120237659770240510,VID06-LUDUS战斗-Vincent,120237659770240510,VID06-LUDUS战斗-Vincent,18.5,1,0,0,0,520,17,111,91,6
2026/2/9,android,TW,0,6939195938352,6939210113952,PIC22-合成蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,BR,0,120239366394730510,120239409035370510,VID25-合成合成合成-Vincent-英语,120239409035370510,VID25-合成合成合成-Vincent-英语,57.49,1,0,0,0,34387,607,3231,1669,3
2026/2/9,android,US,0,6970072321780,6970072322180,PIC23-合成犀牛-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,6970072321780,6970160770580,VID11-合成角色展示-Vincent-通用,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,,0,,unknown,unknown,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238607155630510,120238607155660510,PIC13-4级厨师长-Vincent-英语,120238607155660510,PIC13-4级厨师长-Vincent-英语,13.6,1,0,0,0,3853,16,0,0,1
2026/2/9,android,US,0,120238607155630510,120239357496490510,PIC23-合成犀牛-Vincent-英语,120239357496490510,PIC23-合成犀牛-Vincent-英语,50.19,1,0,0,0,6558,65,0,0,0
2026/2/9,android,US,0,120238607155630510,120239528904110510,PIC23-合成犀牛-Vincent-英语,120239528904110510,PIC23-合成犀牛-Vincent-英语,19.82,1,0,0,0,1528,20,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357533120510,PIC29-世界观-Vincent-英语,120239357533120510,PIC29-世界观-Vincent-英语,28.92,1,0,0,0,2723,28,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357533130510,PIC30-世界观2-Vincent-英语,120239357533130510,PIC30-世界观2-Vincent-英语,24.9,1,0,0,0,2289,27,4,2,2
2026/2/9,android,US,0,120238648236360510,120238648236390510,VID11-合成角色展示-Vincent-通用,120238648236390510,VID11-合成角色展示-Vincent-通用,176.09,1,0,0,0,8952,184,1146,915,4
2026/2/9,android,US,0,120238648236360510,120239408869050510,VID18-角色展示轮播-Vincent-英语,120239408869050510,VID18-角色展示轮播-Vincent-英语,128.4,1,0,0,0,7166,112,945,626,3
2026/2/9,android,US,0,120238648236360510,120239408869020510,VID23-英雄升级战斗-Vincent-英语,120239408869020510,VID23-英雄升级战斗-Vincent-英语,52.84,1,0,0,0,2365,55,330,230,5
2026/2/9,android,US,0,120238648236360510,120239504948630510,VID26-魔族失败胜利-Vincent-英语,120239504948630510,VID26-魔族失败胜利-Vincent-英语,36.91,1,0,0,0,1810,33,122,85,3
2026/2/9,android,US,0,120237593576510510,120237593576530510,PIC01-打造阵容-Vincent-英语,120237593576530510,PIC01-打造阵容-Vincent-英语,27.12,1,0,0,0,2947,31,2,4,4
2026/2/9,android,KR,0,6931591409752,6939192111552,PIC18-合成加特林-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939193162952,VID18-角色展示轮播-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366594730510,PIC17-4级巫妖-Vincent-英语,120239366594730510,PIC17-4级巫妖-Vincent-英语,10.36,1,0,0,0,7100,149,1,0,3
2026/2/9,android,US,0,120238607155630510,120238607155730510,PIC17-4级巫妖-Vincent-英语,120238607155730510,PIC17-4级巫妖-Vincent-英语,15.76,1,0,0,0,3042,29,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471620510,PIC18-合成加特林-Vincent-英语,120239357471620510,PIC18-合成加特林-Vincent-英语,72.15,1,0,0,0,6389,90,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471660510,PIC21-合成火法师-Vincent-英语,120239357471660510,PIC21-合成火法师-Vincent-英语,40.88,1,0,0,0,3794,62,0,0,0
2026/2/9,android,US,0,120238607155630510,120239528904130510,PIC21-合成火法师-Vincent-英语,120239528904130510,PIC21-合成火法师-Vincent-英语,166.9,1,0,0,0,15980,176,0,0,2
2026/2/9,android,US,0,120238607155630510,120239528904110510,PIC23-合成犀牛-Vincent-英语,120239528904110510,PIC23-合成犀牛-Vincent-英语,19.82,1,0,0,0,1528,20,0,0,0
2026/2/9,android,US,0,120237593576510510,120237593576530510,PIC01-打造阵容-Vincent-英语,120237593576530510,PIC01-打造阵容-Vincent-英语,27.12,1,0,0,0,2947,31,2,4,4
2026/2/9,android,US,0,6970072321780,6970072322580,PIC18-合成加特林-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,6970072321780,6970072322180,PIC23-合成犀牛-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238648236360510,120239358530960510,VID22-选择+闯关-Vincent-英语,120239358530960510,VID22-选择+闯关-Vincent-英语,403.67,1,0,0,0,14757,367,2521,2189,6
2026/2/9,android,KR,0,6931591409752,6939191253552,PIC14-4级佛耶哥-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366394730510,120239531552730510,VID06-LUDUS战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366394730510,120239531552690510,VID18-角色展示轮播-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594900510,PIC14-4级佛耶哥-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594840510,PIC19-合成修理师-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239531590770510,PIC34-神族阵容-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239423107430510,PIC五图02-英语,120239423107430510,PIC五图02-英语,0,1,0,0,0,2,0,0,0,1
2026/2/10,android,BR,0,120239366394730510,120239408982830510,VID13-英雄展示2-Abbey-通用,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366394730510,120239366394800510,VID15-卡牌滚动-Abbey-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366795310510,PIC05-合成祭司-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366795320510,PIC08-升级进化-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366795350510,PIC09-挑战强弱-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594900510,PIC14-4级佛耶哥-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594910510,PIC15-4级巨魔-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594820510,PIC18-合成加特林-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594790510,PIC29-世界观-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239423107420510,PIC五图03-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594840510,PIC19-合成修理师-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594740510,PIC34-神族阵容-Vincent-英语,120239366594740510,PIC34-神族阵容-Vincent-英语,0.07,1,0,0,0,32,1,0,0,0
2026/2/10,android,,0,,unknown,unknown,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241468014200572,VID18-角色展示轮播-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,US,0,120238607155630510,120239422701200510,PIC五图01-英语,120239422701200510,PIC五图01-英语,102.04,1,0,0,0,9510,188,3,1,3
2026/2/10,android,KR,0,6931591409752,6939192111552,PIC18-合成加特林-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6941352859352,PIC35-横版海报-Vincent-通用,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353952752,PIC22-合成蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239423107460510,PIC五图04-英语,120239423107460510,PIC五图04-英语,0.47,1,0,0,0,428,13,0,0,1
2026/2/10,android,US,0,120238607155630510,120239357496490510,PIC23-合成犀牛-Vincent-英语,120239357496490510,PIC23-合成犀牛-Vincent-英语,39.44,1,0,0,0,4933,68,0,0,0
2026/2/10,android,KR,0,6931591409752,6931593368752,PIC04-合成场景版-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939191252952,PIC16-4级蛇女-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939853826152,PIC五图05-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6941085524752,VID11-合成角色展示-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6941085525152,VID17-魔王阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241467560440572,PIC五图01-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241468014200572,VID18-角色展示轮播-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939192111952,PIC20-合成厨师长-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939192289552,PIC29-世界观-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939860601752,PIC五图06-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6939193504952,VID17-魔王阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241467574950572,PIC16-4级蛇女-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241468014060572,VID11-合成角色展示-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939191253752,PIC15-4级巨魔-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939192111752,PIC19-合成修理师-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6941352867552,PIC34-神族阵容-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6941085525552,VID15-卡牌滚动-Abbey-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6941085525352,VID16-阵容组合-Abbey-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6939743637552,VID22-选择+闯关-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931593682152,6939223232952,VID24-DMG战斗2-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241486390100572,PIC05-合成祭司-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241467560440572,PIC五图01-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241486368860572,VID24-DMG战斗2-Vincent-韩语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413183752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,US,0,6970072321780,6970072322380,PIC21-合成火法师-Vincent-英语,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939216112552,PIC06-立绘卡牌展示-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939216112752,PIC11-战斗PVE-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939195941952,PIC15-4级巨魔-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941086288352,PIC18-合成加特林-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353952752,PIC22-合成蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939214269952,PIC32-机械族阵容-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941443781352,PIC06-立绘卡牌展示-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939220323752,VID19-角色展示轮播2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241465869820572,PIC18-合成加特林-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241473277760572,PIC五图05-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413180952,PIC06-立绘卡牌展示-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413180552,PIC08-升级进化-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413183952,PIC18-合成加特林-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413177552,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413176552,PIC32-机械族阵容-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413176752,PIC34-神族阵容-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941418669552,VID06-LUDUS战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941418669752,VID10-选择英雄+战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941418669352,VID24-DMG战斗2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939216112352,PIC04-合成场景版-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939195940952,PIC16-4级蛇女-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941395932552,PIC18-合成加特林-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941086287752,PIC21-合成火法师-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941086287352,PIC23-合成犀牛-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939856067952,PIC五图04-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941443781952,PIC32-机械族阵容-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941086622552,VID10-选择英雄+战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941442663952,VID10-选择英雄+战斗-Vincent,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939743275752,VID21-神族战斗-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941442663752,VID22-选择+闯关-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941086622952,VID24-DMG战斗2-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939743275152,VID25-合成合成合成-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941086622752,VID26-魔族失败胜利-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413176152,PIC14-4级佛耶哥-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413184352,PIC15-4级巨魔-Vincent-繁中,,,0,1,0,0,0,0,0,0,0,0
