day,os_name,country,events,campaign_id,creative_id_network,creative_network,ad_id,ad_name,spend,installs,revenue,impressions_adjust,clicks_adjust,impressions,clicks,视频播放进度25%次数,视频播放进度50%次数,视频平均播放时长
2026/2/9,android,KR,0,6931591409752,6931592749952,PIC05-合成祭司-Vincent-韩语,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939191253152,PIC17-4级巫妖-Vincent-韩语,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6941085524752,VID11-合成角色展示-Vincent-韩语,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939223232952,VID24-DMG战斗2-Vincent-韩语,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269952,PIC32-机械族阵容-Vincent-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939858185152,PIC五图05-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471620510,PIC18-合成加特林-Vincent-英语,120239357471620510,PIC18-合成加特林-Vincent-英语,72.15,5,0,0,0,6389,90,0,0,0
2026/2/9,android,US,0,120238607155630510,120239422701200510,PIC五图01-英语,120239422701200510,PIC五图01-英语,206.93,5,0,0,0,17901,360,2,1,2
2026/2/10,android,BR,0,120239366594720510,120239366594860510,PIC21-合成火法师-Vincent-英语,120239366594860510,PIC21-合成火法师-Vincent-英语,0.23,5,0,0,0,290,3,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594840510,PIC19-合成修理师-Vincent-英语,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,,0,,unknown,unknown,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941395932752,PIC21-合成火法师-Vincent-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241465869840572,VID10-选择英雄+战斗-Vincent,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353952352,PIC21-合成火法师-Vincent-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939858185152,PIC五图05-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120240257805250572,PIC04-合成场景版-Vincent-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413175752,PIC13-4级厨师长-Vincent-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413183352,PIC五图03-繁中,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,,0,,unknown,unknown,,,0,5,0,0,0,0,0,0,0,0
2026/2/10,android,US,0,120238607155630510,120239357471640510,PIC19-合成修理师-Vincent-英语,120239357471640510,PIC19-合成修理师-Vincent-英语,84.71,5,0,0,0,8237,134,0,0,0
2026/2/10,android,US,0,120238607155630510,120239528904130510,PIC21-合成火法师-Vincent-英语,120239528904130510,PIC21-合成火法师-Vincent-英语,84.23,5,0,0,0,10183,146,0,0,0
2026/2/10,android,US,0,120238607155630510,120239357496490510,PIC23-合成犀牛-Vincent-英语,120239357496490510,PIC23-合成犀牛-Vincent-英语,39.44,5,0,0,0,4933,68,0,0,0
2026/2/10,android,US,0,120238607155630510,120239423540220510,PIC五图06-英语,120239423540220510,PIC五图06-英语,20.45,5,0,0,0,2986,23,3,2,3
2026/2/10,android,US,0,120238648236360510,120239504948630510,VID26-魔族失败胜利-Vincent-英语,120239504948630510,VID26-魔族失败胜利-Vincent-英语,38.8,5,0,0,0,2145,29,119,78,3
2026/2/10,android,,0,,unknown,unknown,,,0,5,0,0,0,0,0,0,0,0
2026/2/11,android,US,0,120238607155630510,120239528904130510,PIC21-合成火法师-Vincent-英语,,,0,5,0,0,0,0,0,0,0,0
2026/2/11,android,US,0,120238607155630510,120239422701200510,PIC五图01-英语,,,0,5,0,0,0,0,0,0,0,0
2026/2/21,android,,0,,unknown,unknown,,,0,5,0,0,0,0,0,0,0,0
2026/2/2,android,,0,,unknown,unknown,,,0,4,0,0,0,0,0,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239297880900510,PIC34-神族阵容-Vincent-英语,120239297880900510,PIC34-神族阵容-Vincent-英语,4.25,4,0,0,0,5422,107,1,0,6
2026/2/3,android,ID,0,120238770649640510,120239024373230510,PIC34-神族阵容-Vincent-英语,120239024373230510,PIC34-神族阵容-Vincent-英语,15.1,4,0,0,0,18270,478,0,0,1
2026/2/9,android,BR,0,120239366594720510,120239366795320510,PIC08-升级进化-Vincent-英语,120239366795320510,PIC08-升级进化-Vincent-英语,8.54,4,0,0,0,7123,99,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366594910510,PIC15-4级巨魔-Vincent-英语,120239366594910510,PIC15-4级巨魔-Vincent-英语,3.14,4,0,0,0,1890,33,8,4,1
2026/2/9,android,BR,0,120239366594720510,120239366594830510,PIC16-4级蛇女-Vincent-英语,120239366594830510,PIC16-4级蛇女-Vincent-英语,1.47,4,0,0,0,622,14,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366594800510,PIC32-机械族阵容-Vincent-英语,120239366594800510,PIC32-机械族阵容-Vincent-英语,13.25,4,0,0,0,5234,148,14,10,2
2026/2/9,android,BR,0,120239366594720510,120239423107420510,PIC五图03-英语,120239423107420510,PIC五图03-英语,2.94,4,0,0,0,1174,40,5,1,1
2026/2/9,android,BR,0,120239366394730510,120239366394780510,VID22-选择+闯关-Vincent-英语,120239366394780510,VID22-选择+闯关-Vincent-英语,6.79,4,0,0,0,2155,31,189,134,3
2026/2/9,android,BR,0,120239366594720510,120239366594890510,PIC13-4级厨师长-Vincent-英语,120239366594890510,PIC13-4级厨师长-Vincent-英语,17.97,4,0,0,0,15156,229,16,10,2
2026/2/9,android,KR,0,6931591409752,6939191253352,PIC13-4级厨师长-Vincent-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939192289552,PIC29-世界观-Vincent-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939860601752,PIC五图06-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939743637552,VID22-选择+闯关-Vincent-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939216112752,PIC11-战斗PVE-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939195941952,PIC15-4级巨魔-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939210114152,PIC18-合成加特林-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214283552,PIC23-合成犀牛-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939216112352,PIC04-合成场景版-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939216113152,PIC08-升级进化-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288352,PIC18-合成加特林-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269952,PIC32-机械族阵容-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939856067152,PIC五图01-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939856067552,PIC五图03-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939219987752,VID12-英雄展示1-Abbey-通用,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939743275752,VID21-神族战斗-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238648236360510,120239408869050510,VID18-角色展示轮播-Vincent-英语,120239408869050510,VID18-角色展示轮播-Vincent-英语,128.4,4,0,0,0,7166,112,945,626,3
2026/2/9,android,US,0,120238648236360510,120239358530960510,VID22-选择+闯关-Vincent-英语,120239358530960510,VID22-选择+闯关-Vincent-英语,403.67,4,0,0,0,14757,367,2521,2189,6
2026/2/9,android,US,0,120238648236360510,120239408869020510,VID23-英雄升级战斗-Vincent-英语,120239408869020510,VID23-英雄升级战斗-Vincent-英语,52.84,4,0,0,0,2365,55,330,230,5
2026/2/9,android,,0,,unknown,unknown,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594800510,PIC32-机械族阵容-Vincent-英语,120239366594800510,PIC32-机械族阵容-Vincent-英语,0.02,4,0,0,0,15,0,0,0,1
2026/2/10,android,BR,0,120239366594720510,120239366594890510,PIC13-4级厨师长-Vincent-英语,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939853826152,PIC五图05-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6931593311552,PIC08-升级进化-Vincent-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939210114152,PIC18-合成加特林-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353952552,PIC18-合成加特林-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353952352,PIC21-合成火法师-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939743275552,VID22-选择+闯关-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413184352,PIC15-4级巨魔-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6939216113152,PIC08-升级进化-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353017152,PIC34-神族阵容-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241465869800572,PIC五图01-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413183952,PIC18-合成加特林-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413178552,PIC21-合成火法师-Vincent-繁中,,,0,4,0,0,0,0,0,0,0,0
2026/2/11,android,KR,0,6931593682152,6939193504352,VID11-合成角色展示-Vincent-韩语,,,0,4,0,0,0,0,0,0,0,0
2026/2/11,android,,0,,unknown,unknown,,,0,4,0,0,0,0,0,0,0,0
2026/2/11,android,US,0,6970072321780,6970160770580,VID11-合成角色展示-Vincent-通用,,,0,4,0,0,0,0,0,0,0,0
2026/2/11,android,US,0,6970072321780,6970282527780,VID11-合成角色展示-Vincent-通用,,,0,4,0,0,0,0,0,0,0,0
2026/2/12,android,US,0,120238648236360510,120239358530960510,VID22-选择+闯关-Vincent-英语,,,0,4,0,0,0,0,0,0,0,0
2026/2/18,android,,0,,unknown,unknown,,,0,4,0,0,0,0,0,0,0,0
2026/2/2,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239024373210510,PIC20-合成厨师长-Vincent-英语,120239024373210510,PIC20-合成厨师长-Vincent-英语,1.72,3,0,0,0,2230,104,0,0,1
2026/2/3,android,ID,0,120238770649640510,120239024373260510,PIC26-升级蛇女佛耶哥-Vincent-通用,120239024373260510,PIC26-升级蛇女佛耶哥-Vincent-通用,3.47,3,0,0,0,5674,77,0,0,1
2026/2/3,android,ID,0,120238770649640510,120239279840130510,PIC12-战斗PVP-Vincent-英语,120239279840130510,PIC12-战斗PVP-Vincent-英语,11.29,3,0,0,0,12432,286,2,1,2
2026/2/4,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366795350510,PIC09-挑战强弱-Vincent-英语,120239366795350510,PIC09-挑战强弱-Vincent-英语,3.16,3,0,0,0,1158,30,0,0,1
2026/2/9,android,BR,0,120239366594720510,120239366594900510,PIC14-4级佛耶哥-Vincent-英语,120239366594900510,PIC14-4级佛耶哥-Vincent-英语,10.93,3,0,0,0,5166,84,24,10,1
2026/2/9,android,BR,0,120239366594720510,120239366594840510,PIC19-合成修理师-Vincent-英语,120239366594840510,PIC19-合成修理师-Vincent-英语,6.36,3,0,0,0,3428,90,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366594860510,PIC21-合成火法师-Vincent-英语,120239366594860510,PIC21-合成火法师-Vincent-英语,40.74,3,0,0,0,38497,672,2,1,3
2026/2/9,android,BR,0,120239366394730510,120239531552690510,VID18-角色展示轮播-Vincent-英语,120239531552690510,VID18-角色展示轮播-Vincent-英语,3.93,3,0,0,0,3349,21,266,156,2
2026/2/9,android,BR,0,120239366594720510,120239366594850510,PIC20-合成厨师长-Vincent-英语,120239366594850510,PIC20-合成厨师长-Vincent-英语,2.45,3,0,0,0,1154,33,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239423107430510,PIC五图02-英语,120239423107430510,PIC五图02-英语,1,3,0,0,0,459,17,2,1,1
2026/2/9,android,BR,0,120239366394730510,120239531552720510,VID24-DMG战斗2-Vincent-通用,120239531552720510,VID24-DMG战斗2-Vincent-通用,16.04,3,0,0,0,11176,98,792,439,3
2026/2/9,android,KR,0,6931591409752,6939192111552,PIC18-合成加特林-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853826152,PIC五图05-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939193504352,VID11-合成角色展示-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6941085953152,PIC18-合成加特林-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853826552,PIC五图02-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939223232952,VID24-DMG战斗2-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6931593682752,VID26-魔族失败胜利-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6931593311552,PIC08-升级进化-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853826152,PIC五图05-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939743637352,VID23-英雄升级战斗-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288352,PIC18-合成加特林-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269552,PIC29-世界观-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214269752,PIC30-世界观2-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214270152,PIC33-魔族阵容-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939214270352,PIC34-神族阵容-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6941086622552,VID10-选择英雄+战斗-Vincent,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939217869352,VID11-合成角色展示-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939210114352,PIC19-合成修理师-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/9,android,US,0,120238607155630510,120239528904090510,PIC18-合成加特林-Vincent-英语,120239528904090510,PIC18-合成加特林-Vincent-英语,48.12,3,0,0,0,2772,37,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471640510,PIC19-合成修理师-Vincent-英语,120239357471640510,PIC19-合成修理师-Vincent-英语,171.43,3,0,0,0,17972,230,0,0,1
2026/2/9,android,US,0,120238607155630510,120239423540220510,PIC五图06-英语,120239423540220510,PIC五图06-英语,89.06,3,0,0,0,7651,133,10,4,3
2026/2/9,android,US,0,120238607155630510,120239528904090510,PIC18-合成加特林-Vincent-英语,120239528904090510,PIC18-合成加特林-Vincent-英语,48.12,3,0,0,0,2772,37,0,0,0
2026/2/9,android,US,0,120238607155630510,120239357471640510,PIC19-合成修理师-Vincent-英语,120239357471640510,PIC19-合成修理师-Vincent-英语,171.43,3,0,0,0,17972,230,0,0,1
2026/2/9,android,US,0,120238607155630510,120239357533160510,PIC34-神族阵容-Vincent-英语,120239357533160510,PIC34-神族阵容-Vincent-英语,15.66,3,0,0,0,2446,29,0,0,0
2026/2/9,android,US,0,6970072321780,6970072322380,PIC21-合成火法师-Vincent-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366394730510,120239531552720510,VID24-DMG战斗2-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,BR,0,120239366594720510,120239366594870510,PIC22-合成蛇女-Vincent-英语,120239366594870510,PIC22-合成蛇女-Vincent-英语,0.02,3,0,0,0,3,1,0,0,0
2026/2/10,android,KR,0,6931591409752,6941352859352,PIC35-横版海报-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939853826352,PIC五图01-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6931593368752,PIC04-合成场景版-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6939192111752,PIC19-合成修理师-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,120241467475180572,120241467475140572,PIC五图05-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,KR,0,6931591409752,6941352859352,PIC35-横版海报-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353167752,PIC35-横版海报-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120240257805250572,PIC04-合成场景版-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241465869800572,PIC五图01-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413177152,PIC29-世界观-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413182552,PIC35-横版海报-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6941413175152,6941413183352,PIC五图03-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939195938352,6941353167752,PIC35-横版海报-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941443781352,PIC06-立绘卡牌展示-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939220724952,VID10-选择英雄+战斗-Vincent,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6941442664352,VID24-DMG战斗2-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,6939217868352,6939220725752,VID26-魔族失败胜利-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,TW,0,120240257805260572,120241501180420572,PIC18-合成加特林-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,US,0,120238648236360510,120238648236390510,VID11-合成角色展示-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/10,android,US,0,6970072321780,6970072322180,PIC23-合成犀牛-Vincent-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/11,android,BR,0,120239366594720510,120239366795310510,PIC05-合成祭司-Vincent-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/11,android,KR,0,6931591409752,6931592749952,PIC05-合成祭司-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/11,android,KR,0,6931591409752,6939191252952,PIC16-4级蛇女-Vincent-韩语,,,0,3,0,0,0,0,0,0,0,0
2026/2/11,android,TW,0,6939195938352,6939210114752,PIC21-合成火法师-Vincent-繁中,,,0,3,0,0,0,0,0,0,0,0
2026/2/11,android,US,0,6970072321780,6970072322380,PIC21-合成火法师-Vincent-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/12,android,BR,0,120239366394730510,120239409035370510,VID25-合成合成合成-Vincent-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/12,android,BR,0,120239366594720510,120239423107460510,PIC五图04-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/12,android,US,0,120238607155630510,120239422701200510,PIC五图01-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/12,android,US,0,6970072321780,6970282527780,VID11-合成角色展示-Vincent-通用,,,0,3,0,0,0,0,0,0,0,0
2026/2/13,android,BR,0,120239366594720510,120239423107460510,PIC五图04-英语,,,0,3,0,0,0,0,0,0,0,0
2026/2/17,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/19,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/22,android,,0,,unknown,unknown,,,0,3,0,0,0,0,0,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239279840160510,PIC02-登录送连抽扁平版-Vincent-英语,120239279840160510,PIC02-登录送连抽扁平版-Vincent-英语,1.81,2,0,0,0,1100,42,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239279840120510,PIC08-升级进化-Vincent-英语,120239279840120510,PIC08-升级进化-Vincent-英语,2.35,2,0,0,0,3981,45,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239297880920510,PIC21-合成火法师-Vincent-英语,120239297880920510,PIC21-合成火法师-Vincent-英语,2.69,2,0,0,0,3638,92,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239024373260510,PIC26-升级蛇女佛耶哥-Vincent-通用,120239024373260510,PIC26-升级蛇女佛耶哥-Vincent-通用,3.47,2,0,0,0,5674,77,0,0,1
2026/2/3,android,ID,0,120238770649640510,120239279840160510,PIC02-登录送连抽扁平版-Vincent-英语,120239279840160510,PIC02-登录送连抽扁平版-Vincent-英语,1.81,2,0,0,0,1100,42,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239294231720510,PIC29-世界观-Vincent-英语,120239294231720510,PIC29-世界观-Vincent-英语,1.12,2,0,0,0,2420,20,0,0,0
2026/2/3,android,ID,0,120238770649640510,120239294231730510,PIC34-神族阵容-Vincent-英语,120239294231730510,PIC34-神族阵容-Vincent-英语,0.9,2,0,0,0,1334,46,0,0,0
2026/2/4,android,ID,0,120238770649640510,120239024373250510,PIC21-合成火法师-Vincent-英语,,,0,2,0,0,0,0,0,0,0,0
2026/2/4,android,ID,0,120238770649640510,120239297880920510,PIC21-合成火法师-Vincent-英语,,,0,2,0,0,0,0,0,0,0,0
2026/2/4,android,ID,0,120238770649640510,120239024373230510,PIC34-神族阵容-Vincent-英语,,,0,2,0,0,0,0,0,0,0,0
2026/2/4,android,ID,0,120238770649640510,120239024373250510,PIC21-合成火法师-Vincent-英语,,,0,2,0,0,0,0,0,0,0,0
2026/2/6,android,,0,,unknown,unknown,,,0,2,0,0,0,0,0,0,0,0
2026/2/8,android,,0,,unknown,unknown,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,BR,0,120239366394730510,120239366394760510,VID16-阵容组合-Abbey-英语,120239366394760510,VID16-阵容组合-Abbey-英语,2.94,2,0,0,0,1235,19,129,63,2
2026/2/9,android,BR,0,120239366394730510,120239531552720510,VID24-DMG战斗2-Vincent-通用,120239531552720510,VID24-DMG战斗2-Vincent-通用,16.04,2,0,0,0,11176,98,792,439,3
2026/2/9,android,BR,0,120239366594720510,120239366594820510,PIC18-合成加特林-Vincent-英语,120239366594820510,PIC18-合成加特林-Vincent-英语,6.69,2,0,0,0,3774,100,0,0,3
2026/2/9,android,BR,0,120239366594720510,120239366594810510,PIC33-魔族阵容-Vincent-英语,120239366594810510,PIC33-魔族阵容-Vincent-英语,9.68,2,0,0,0,4512,141,6,4,5
2026/2/9,android,BR,0,120239366594720510,120239423107460510,PIC五图04-英语,120239423107460510,PIC五图04-英语,56.6,2,0,0,0,46700,1007,25,11,2
2026/2/9,android,BR,0,120239366394730510,120239366394760510,VID16-阵容组合-Abbey-英语,120239366394760510,VID16-阵容组合-Abbey-英语,2.94,2,0,0,0,1235,19,129,63,2
2026/2/9,android,BR,0,120239366394730510,120239366394780510,VID22-选择+闯关-Vincent-英语,120239366394780510,VID22-选择+闯关-Vincent-英语,6.79,2,0,0,0,2155,31,189,134,3
2026/2/9,android,BR,0,120239366594720510,120239366795330510,PIC04-合成场景版-Vincent-英语,120239366795330510,PIC04-合成场景版-Vincent-英语,0.47,2,0,0,0,238,7,0,0,0
2026/2/9,android,BR,0,120239366594720510,120239366795350510,PIC09-挑战强弱-Vincent-英语,120239366795350510,PIC09-挑战强弱-Vincent-英语,3.16,2,0,0,0,1158,30,0,0,1
2026/2/9,android,BR,0,120239366594720510,120239366594790510,PIC29-世界观-Vincent-英语,120239366594790510,PIC29-世界观-Vincent-英语,3.97,2,0,0,0,1969,52,0,0,1
2026/2/9,android,KR,0,6931593682152,6939193162952,VID18-角色展示轮播-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939191253552,PIC14-4级佛耶哥-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939191253752,PIC15-4级巨魔-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6939853825752,PIC五图04-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,120241467475180572,120241468014200572,VID18-角色展示轮播-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931591409752,6931593368752,PIC04-合成场景版-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,6931593682152,6939743637552,VID22-选择+闯关-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,KR,0,120241467475180572,120241468014200572,VID18-角色展示轮播-Vincent-韩语,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939216113152,PIC08-升级进化-Vincent-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939195940752,PIC14-4级佛耶哥-Vincent-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6941086288552,PIC19-合成修理师-Vincent-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939195938352,6939856067552,PIC五图03-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939220323352,VID18-角色展示轮播-Vincent-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,6939217868352,6939743275352,VID23-英雄升级战斗-Vincent-繁中,,,0,2,0,0,0,0,0,0,0,0
2026/2/9,android,TW,0,120240257805260572,120241465869840572,VID10-选择英雄+战斗-Vincent,,,0,2,0,0,0,0,0,0,0,0
