date,account_id,ad_id,ad_name,spend,impressions,clicks,视频播放进度25%次数,视频播放进度50%次数,视频平均播放时长
2026-02-09,1384270166683478,6939853826152,PIC五图05-韩语,33.67,6721,77,14.0,10.0,1.0
2026-02-09,1384270166683478,6939853826352,PIC五图01-韩语,164.57,12279,297,1.0,0.0,1.0
2026-02-09,1384270166683478,6939853826552,PIC五图02-韩语,24.51,5488,66,1.0,1.0,1.0
2026-02-09,1384270166683478,6939853826752,PIC五图03-韩语,37.22,5136,55,24.0,14.0,2.0
2026-02-09,1384270166683478,6939856067152,PIC五图01-繁中,58.22,3413,205,0.0,0.0,0.0
2026-02-09,1384270166683478,6939856067352,PIC五图02-繁中,2.54,158,7,3.0,3.0,4.0
2026-02-09,1384270166683478,6939856067552,PIC五图03-繁中,12.38,687,32,2.0,0.0,1.0
2026-02-09,1384270166683478,6939856067952,PIC五图04-繁中,4.9,390,17,3.0,3.0,2.0
2026-02-09,1384270166683478,6939858185152,PIC五图05-繁中,5.12,425,16,8.0,6.0,2.0
2026-02-09,1384270166683478,6939859460752,PIC五图06-繁中,0.73,47,5,0.0,0.0,0.0
2026-02-09,1384270166683478,6939860601752,PIC五图06-韩语,87.96,5763,115,33.0,17.0,3.0
2026-02-09,1384270166683478,6941085524752,VID11-合成角色展示-Vincent-韩语,95.14,6383,112,1365.0,1193.0,5.0
2026-02-09,1384270166683478,6941085525152,VID17-魔王阵容-Vincent-韩语,16.36,1043,24,168.0,127.0,4.0
2026-02-09,1384270166683478,6941085525352,VID16-阵容组合-Abbey-韩语,10.32,878,19,198.0,147.0,3.0
2026-02-09,1384270166683478,6941085525552,VID15-卡牌滚动-Abbey-韩语,12.08,815,20,165.0,130.0,4.0
2026-02-09,1384270166683478,6941085952352,PIC23-合成犀牛-Vincent-韩语,3.3,241,4,0.0,0.0,0.0
2026-02-09,1384270166683478,6941085952552,PIC21-合成火法师-Vincent-韩语,1.46,260,2,0.0,0.0,1.0
2026-02-09,1384270166683478,6941085952752,PIC20-合成厨师长-Vincent-韩语,5.1,480,4,0.0,0.0,0.0
2026-02-09,1384270166683478,6941085952952,PIC19-合成修理师-Vincent-韩语,19.01,1723,21,0.0,0.0,1.0
2026-02-09,1384270166683478,6941085953152,PIC18-合成加特林-Vincent-韩语,34.82,3181,52,0.0,0.0,1.0
2026-02-09,1384270166683478,6941085953352,PIC22-合成蛇女-Vincent-韩语,1.7,519,2,0.0,0.0,1.0
2026-02-09,1384270166683478,6941086287352,PIC23-合成犀牛-Vincent-繁中,11.98,657,23,0.0,0.0,0.0
2026-02-09,1384270166683478,6941086287752,PIC21-合成火法师-Vincent-繁中,11.42,701,22,0.0,0.0,0.0
2026-02-09,1384270166683478,6941086287952,PIC20-合成厨师长-Vincent-繁中,1.76,164,2,0.0,0.0,0.0
2026-02-09,1384270166683478,6941086288152,PIC22-合成蛇女-Vincent-繁中,7.22,254,9,0.0,0.0,0.0
2026-02-09,1384270166683478,6941086288352,PIC18-合成加特林-Vincent-繁中,27.17,1783,59,0.0,0.0,0.0
2026-02-09,1384270166683478,6941086288552,PIC19-合成修理师-Vincent-繁中,23.34,1809,41,0.0,0.0,1.0
2026-02-09,1384270166683478,6941086622552,VID10-选择英雄+战斗-Vincent,19.75,1632,25,167.0,130.0,3.0
2026-02-09,1384270166683478,6941086622752,VID26-魔族失败胜利-Vincent-繁中,2.56,159,2,18.0,14.0,6.0
2026-02-09,1384270166683478,6941086622952,VID24-DMG战斗2-Vincent-繁中,8.85,515,7,67.0,56.0,4.0
2026-02-09,1384270166683478,6941086623152,VID06-LUDUS战斗-Vincent,9.32,683,13,129.0,99.0,4.0
2026-02-10,1384270166683478,6931592749952,PIC05-合成祭司-Vincent-韩语,200.64,22938,375,5.0,0.0,1.0
2026-02-10,1384270166683478,6931593311552,PIC08-升级进化-Vincent-韩语,47.42,8632,133,1.0,0.0,1.0
2026-02-10,1384270166683478,6931593368752,PIC04-合成场景版-Vincent-韩语,10.82,1300,20,0.0,0.0,0.0
2026-02-10,1384270166683478,6939191252952,PIC16-4级蛇女-Vincent-韩语,153.55,22313,329,0.0,0.0,1.0
2026-02-10,1384270166683478,6939191253152,PIC17-4级巫妖-Vincent-韩语,80.46,12634,141,0.0,0.0,0.0
2026-02-10,1384270166683478,6939192111152,PIC22-合成蛇女-Vincent-韩语,1.06,188,2,0.0,0.0,0.0
2026-02-10,1384270166683478,6939192111552,PIC18-合成加特林-Vincent-韩语,118.71,19357,215,7.0,2.0,1.0
2026-02-10,1384270166683478,6939192111752,PIC19-合成修理师-Vincent-韩语,22.38,2779,48,3.0,1.0,3.0
2026-02-10,1384270166683478,6939192112152,PIC21-合成火法师-Vincent-韩语,2.0,202,5,0.0,0.0,1.0
2026-02-10,1384270166683478,6939192224152,PIC23-合成犀牛-Vincent-韩语,0.71,63,0,0.0,0.0,0.0
2026-02-10,1384270166683478,6939193162952,VID18-角色展示轮播-Vincent-韩语,140.16,9914,233,1238.0,714.0,3.0
2026-02-10,1384270166683478,6939193504352,VID11-合成角色展示-Vincent-韩语,214.02,13649,488,5099.0,4585.0,8.0
2026-02-10,1384270166683478,6939210113952,PIC22-合成蛇女-Vincent-繁中,1.06,373,3,0.0,0.0,0.0
2026-02-10,1384270166683478,6939210114152,PIC18-合成加特林-Vincent-繁中,25.07,3392,57,1.0,0.0,2.0
2026-02-10,1384270166683478,6939210114752,PIC21-合成火法师-Vincent-繁中,72.19,11012,232,0.0,0.0,1.0
2026-02-10,1384270166683478,6939216113152,PIC08-升级进化-Vincent-繁中,15.91,2983,32,0.0,0.0,0.0
2026-02-10,1384270166683478,6939220725352,VID24-DMG战斗2-Vincent-繁中,0.37,60,0,2.0,0.0,1.0
2026-02-10,1384270166683478,6939220725752,VID26-魔族失败胜利-Vincent-繁中,38.61,3549,31,209.0,148.0,3.0
2026-02-10,1384270166683478,6939743275152,VID25-合成合成合成-Vincent-繁中,19.51,2103,26,366.0,238.0,8.0
2026-02-10,1384270166683478,6939743275552,VID22-选择+闯关-Vincent-繁中,69.95,6282,108,1127.0,1014.0,6.0
2026-02-10,1384270166683478,6939853826152,PIC五图05-韩语,26.72,1833,27,10.0,8.0,2.0
2026-02-10,1384270166683478,6939853826352,PIC五图01-韩语,255.81,22043,535,1.0,1.0,2.0
2026-02-10,1384270166683478,6939856067152,PIC五图01-繁中,85.48,9303,220,0.0,0.0,0.0
2026-02-10,1384270166683478,6939858185152,PIC五图05-繁中,12.76,1769,21,4.0,2.0,1.0
2026-02-10,1384270166683478,6939860601752,PIC五图06-韩语,3.62,268,3,0.0,0.0,1.0
2026-02-10,1384270166683478,6941085524752,VID11-合成角色展示-Vincent-韩语,140.14,10221,242,2172.0,1860.0,5.0
2026-02-10,1384270166683478,6941352859352,PIC35-横版海报-Vincent-通用,112.31,9852,188,6.0,3.0,1.0
2026-02-10,1384270166683478,6941352867552,PIC34-神族阵容-Vincent-韩语,31.09,2094,46,18.0,16.0,3.0
2026-02-10,1384270166683478,6941353017152,PIC34-神族阵容-Vincent-繁中,17.13,1149,42,3.0,0.0,1.0
2026-02-10,1384270166683478,6941353167752,PIC35-横版海报-Vincent-通用,20.09,2072,66,0.0,0.0,1.0
2026-02-10,1384270166683478,6941353952352,PIC21-合成火法师-Vincent-繁中,39.49,5632,91,0.0,0.0,1.0
2026-02-10,1384270166683478,6941353952552,PIC18-合成加特林-Vincent-繁中,20.34,2344,44,0.0,0.0,1.0
2026-02-10,1384270166683478,6941353952752,PIC22-合成蛇女-Vincent-繁中,2.34,735,8,0.0,0.0,0.0
2026-02-10,1384270166683478,6941395932352,PIC22-合成蛇女-Vincent-繁中,2.48,504,3,0.0,0.0,0.0
2026-02-10,1384270166683478,6941395932552,PIC18-合成加特林-Vincent-繁中,31.08,9118,79,0.0,0.0,0.0
2026-02-10,1384270166683478,6941395932752,PIC21-合成火法师-Vincent-繁中,42.83,11848,77,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413175352,PIC18-合成加特林-Vincent-繁中,10.22,1104,19,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413175552,PIC16-4级蛇女-Vincent-繁中,6.24,848,11,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413175752,PIC13-4级厨师长-Vincent-繁中,17.47,2305,35,6.0,2.0,2.0
2026-02-10,1384270166683478,6941413175952,PIC17-4级巫妖-Vincent-繁中,9.44,930,16,2.0,1.0,3.0
2026-02-10,1384270166683478,6941413176152,PIC14-4级佛耶哥-Vincent-繁中,5.88,966,4,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413176352,PIC33-魔族阵容-Vincent-繁中,4.32,347,13,1.0,1.0,30.0
2026-02-10,1384270166683478,6941413176552,PIC32-机械族阵容-Vincent-繁中,7.12,434,10,1.0,0.0,1.0
2026-02-10,1384270166683478,6941413176752,PIC34-神族阵容-Vincent-繁中,18.29,1345,40,1.0,0.0,1.0
2026-02-10,1384270166683478,6941413176952,PIC30-世界观2-Vincent-繁中,2.71,334,4,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413177152,PIC29-世界观-Vincent-繁中,20.23,1463,37,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413177352,PIC20-合成厨师长-Vincent-繁中,0.18,71,0,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413177552,PIC23-合成犀牛-Vincent-繁中,10.56,721,11,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413177952,PIC22-合成蛇女-Vincent-繁中,0.1,17,3,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413178352,PIC19-合成修理师-Vincent-繁中,12.61,1260,25,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413178552,PIC21-合成火法师-Vincent-繁中,23.27,3365,36,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413180352,PIC34-神族阵容-Vincent-繁中,14.89,1035,25,3.0,3.0,2.0
2026-02-10,1384270166683478,6941413180552,PIC08-升级进化-Vincent-繁中,0.68,134,3,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413180752,PIC11-战斗PVE-Vincent-繁中,10.24,809,15,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413180952,PIC06-立绘卡牌展示-Vincent-繁中,13.71,1736,19,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413181152,PIC04-合成场景版-Vincent-繁中,2.1,506,5,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413182352,PIC五图05-繁中,1.47,141,1,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413182552,PIC35-横版海报-Vincent-通用,24.21,2822,71,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413182752,PIC五图01-繁中,29.31,3137,65,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413182952,PIC五图06-繁中,5.85,416,12,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413183152,PIC五图04-繁中,2.63,474,6,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413183352,PIC五图03-繁中,25.95,1891,48,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413183552,PIC五图02-繁中,0.76,61,0,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413183752,PIC21-合成火法师-Vincent-繁中,30.55,3813,64,0.0,0.0,1.0
2026-02-10,1384270166683478,6941413183952,PIC18-合成加特林-Vincent-繁中,20.31,2308,34,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413184152,PIC22-合成蛇女-Vincent-繁中,10.84,887,20,0.0,0.0,0.0
2026-02-10,1384270166683478,6941413184352,PIC15-4级巨魔-Vincent-繁中,26.02,3611,36,13.0,2.0,1.0
2026-02-10,1384270166683478,6941418669152,VID26-魔族失败胜利-Vincent-繁中,1.36,98,3,28.0,21.0,7.0
2026-02-10,1384270166683478,6941418669352,VID24-DMG战斗2-Vincent-繁中,6.75,532,3,82.0,62.0,5.0
2026-02-10,1384270166683478,6941418669552,VID06-LUDUS战斗-Vincent,15.51,1373,24,176.0,125.0,3.0
2026-02-10,1384270166683478,6941418669752,VID10-选择英雄+战斗-Vincent,29.43,3831,25,303.0,241.0,3.0
2026-02-10,1384270166683478,6941442663752,VID22-选择+闯关-Vincent-繁中,10.55,626,12,81.0,75.0,4.0
2026-02-10,1384270166683478,6941442663952,VID10-选择英雄+战斗-Vincent,29.38,2881,22,349.0,285.0,4.0
2026-02-10,1384270166683478,6941442664152,VID21-神族战斗-Vincent-繁中,19.08,1631,13,143.0,119.0,3.0
2026-02-10,1384270166683478,6941442664352,VID24-DMG战斗2-Vincent-繁中,36.3,4397,35,336.0,247.0,3.0
2026-02-10,1384270166683478,6941443781152,PIC19-合成修理师-Vincent-繁中,31.92,3317,49,0.0,0.0,0.0
2026-02-10,1384270166683478,6941443781352,PIC06-立绘卡牌展示-Vincent-繁中,16.83,1342,22,0.0,0.0,0.0
2026-02-10,1384270166683478,6941443781752,PIC04-合成场景版-Vincent-繁中,6.91,786,8,0.0,0.0,0.0
2026-02-10,1384270166683478,6941443781952,PIC32-机械族阵容-Vincent-繁中,32.44,2397,50,2.0,1.0,2.0
2026-02-09,2394784647636894,6970072322180,PIC23-合成犀牛-Vincent-英语,32.91,2912,45,0.0,0.0,1.0
2026-02-09,2394784647636894,6970072322380,PIC21-合成火法师-Vincent-英语,241.32,18760,270,1.0,0.0,2.0
2026-02-09,2394784647636894,6970072322580,PIC18-合成加特林-Vincent-英语,90.13,6090,100,1.0,0.0,2.0
2026-02-09,2394784647636894,6970072323780,PIC19-合成修理师-Vincent-英语,18.12,2656,36,0.0,0.0,0.0
2026-02-09,2394784647636894,6970160770180,PIC五图01-英语,135.09,10402,225,0.0,0.0,1.0
2026-02-09,2394784647636894,6970160770380,VID22-选择+闯关-Vincent-英语,19.85,781,23,256.0,248.0,13.0
2026-02-09,2394784647636894,6970160770580,VID11-合成角色展示-Vincent-通用,76.95,2704,100,1065.0,987.0,10.0
2026-02-09,2394784647636894,6970282527780,VID11-合成角色展示-Vincent-通用,93.19,3522,112,1240.0,1118.0,8.0
2026-02-09,2394784647636894,6970282527980,VID22-选择+闯关-Vincent-英语,36.62,1366,30,303.0,284.0,7.0
2026-02-09,2394784647636894,6970323092180,PIC34-神族阵容-Vincent-英语,17.77,998,28,1.0,0.0,2.0
2026-02-10,2394784647636894,6970072322180,PIC23-合成犀牛-Vincent-英语,26.64,2498,36,0.0,0.0,0.0
2026-02-10,2394784647636894,6970072322380,PIC21-合成火法师-Vincent-英语,138.78,12076,263,1.0,1.0,8.0
2026-02-10,2394784647636894,6970160770180,PIC五图01-英语,35.71,3231,64,0.0,0.0,1.0
2026-02-10,2394784647636894,6970160770380,VID22-选择+闯关-Vincent-英语,3.39,150,3,63.0,62.0,18.0
2026-02-10,2394784647636894,6970160770580,VID11-合成角色展示-Vincent-通用,27.95,1193,38,550.0,500.0,10.0
2026-02-10,2394784647636894,6970282527780,VID11-合成角色展示-Vincent-通用,121.01,5074,153,2040.0,1831.0,8.0
2026-02-10,2394784647636894,6970282527980,VID22-选择+闯关-Vincent-英语,20.35,631,24,359.0,354.0,16.0
2026-02-10,2394784647636894,6970323092180,PIC34-神族阵容-Vincent-英语,53.6,3500,88,0.0,0.0,0.0
