day,os_name,country,events,campaign_id,creative_id_network,creative_network,account_id,ad_id,ad_name,spend,installs,revenue,impressions_adjust,clicks_adjust,impressions,clicks,视频播放进度25%次数,视频播放进度50%次数,视频平均播放时长,match_prio
2026/2/10,android,KR,0,6931591409752,6931592749952,PIC05-合成祭司-Vincent-韩语,1384270166683478,6931592749952,PIC05-合成祭司-Vincent-韩语,200.64,0,0,22938,375,22938,375,5,0,1,1
2026/2/10,android,KR,0,6931591409752,6931593311552,PIC08-升级进化-Vincent-韩语,1384270166683478,6931593311552,PIC08-升级进化-Vincent-韩语,47.42,0,0,8632,133,8632,133,1,0,1,1
2026/2/10,android,KR,0,6931591409752,6939191252952,PIC16-4级蛇女-Vincent-韩语,1384270166683478,6939191252952,PIC16-4级蛇女-Vincent-韩语,153.55,0,0,22313,329,22313,329,0,0,1,1
2026/2/10,android,KR,0,6931591409752,6939191253152,PIC17-4级巫妖-Vincent-韩语,1384270166683478,6939191253152,PIC17-4级巫妖-Vincent-韩语,80.46,0,0,12634,141,12634,141,0,0,0,1
2026/2/9,android,US,0,120238648236360510,120239408869020510,VID23-英雄升级战斗-Vincent-英语,1379725066317604,120239408869020510,VID23-英雄升级战斗-Vincent-英语,52.84,0,0,2365,55,2365,55,330,230,5,1
2026/2/9,android,US,0,120238648236360510,120239408869010510,VID25-合成合成合成-Vincent-英语,1379725066317604,120239408869010510,VID25-合成合成合成-Vincent-英语,0.01,0,0,2,0,2,0,0,0,2,1
2026/2/9,android,US,0,120238648236360510,120239504948630510,VID26-魔族失败胜利-Vincent-英语,1379725066317604,120239504948630510,VID26-魔族失败胜利-Vincent-英语,36.91,0,0,1810,33,1810,33,122,85,3,1
2026/2/9,android,US,0,120237593576510510,120237593576530510,PIC01-打造阵容-Vincent-英语,1379725066317604,120237593576530510,PIC01-打造阵容-Vincent-英语,27.12,0,0,2947,31,2947,31,2,4,4,1
2026/2/9,android,US,0,120237593576510510,120237596829780510,PIC04-合成场景版-Vincent-英语,1379725066317604,120237596829780510,PIC04-合成场景版-Vincent-英语,15.14,0,0,2480,5,2480,5,0,0,0,1
2026/2/9,android,US,0,120237593576510510,120237596851810510,PIC05-合成祭司-Vincent-英语,1379725066317604,120237596851810510,PIC05-合成祭司-Vincent-英语,27.42,0,0,3387,26,3387,26,0,0,1,1
2026/2/9,android,US,0,120237593576510510,120237659770240510,VID06-LUDUS战斗-Vincent,1379725066317604,120237659770240510,VID06-LUDUS战斗-Vincent,18.5,0,0,520,17,520,17,111,91,6,1
2026/2/9,android,US,0,6970072321780,6970072322580,PIC18-合成加特林-Vincent-英语,2394784647636894,6970072322580,PIC18-合成加特林-Vincent-英语,90.13,0,0,6090,100,6090,100,1,0,2,1
2026/2/9,android,US,0,6970072321780,6970072323780,PIC19-合成修理师-Vincent-英语,2394784647636894,6970072323780,PIC19-合成修理师-Vincent-英语,18.12,0,0,2656,36,2656,36,0,0,0,1
2026/2/9,android,US,0,6970072321780,6970072322380,PIC21-合成火法师-Vincent-英语,2394784647636894,6970072322380,PIC21-合成火法师-Vincent-英语,241.32,0,0,18760,270,18760,270,1,0,2,1
2026/2/9,android,US,0,6970072321780,6970072322180,PIC23-合成犀牛-Vincent-英语,2394784647636894,6970072322180,PIC23-合成犀牛-Vincent-英语,32.91,0,0,2912,45,2912,45,0,0,1,1
